12.34074690,45.43627020
12.33458980,45.43719080
12.31561260,45.44142850
12.32556040,45.44463330
12.32582170,45.44475940
12.32718070,45.44513470
12.32734880,45.44534350
12.32505050,45.44411020
12.32659670,45.44524950
12.33377000,45.43368510
12.32274920,45.44154520
12.32287470,45.44166140
12.33355330,45.44144040
12.33517510,45.43598830
12.32767350,45.44038580
12.32810320,45.44055620
12.32851870,45.44083830
12.30395480,45.43797580
12.32683770,45.44751050
12.32789400,45.43939520
12.32520900,45.43334690
12.33430060,45.44124560
12.32777250,45.43023050
12.34421870,45.43683650
12.32204290,45.44091640
12.32861110,45.42900070
12.31733760,45.43784500
12.30833870,45.44203860
12.32318680,45.44460950
12.34591760,45.43557090
12.32352460,45.43447670
12.32407360,45.43398560
12.33984450,45.43687630
12.33938340,45.43630790
12.33660800,45.43556230
12.33308450,45.43790950
12.34256090,45.43598430
12.34198400,45.43665970
12.34204220,45.43657850
12.34219520,45.43641380
12.34210240,45.43651560
12.34217640,45.43632260
12.34068270,45.43726240
12.34157090,45.43687010
12.34136150,45.43748360
12.34227480,45.43797100
12.34214930,45.43778170
12.34291760,45.43860110
12.34285540,45.43847570
12.34511430,45.43566110
12.34468680,45.43576730
12.34556860,45.43554420
12.34576050,45.43560930
12.34584900,45.43561170
12.34662170,45.43535910
12.34359450,45.43864880
12.34329850,45.43863120
12.34324390,45.43863790
12.34480940,45.43851660
12.32779620,45.44045580
12.32853400,45.44095000
12.32715940,45.44042400
12.32813730,45.44060210
12.33310680,45.43163840
12.32542160,45.44097370
12.34491800,45.42895820
12.32389980,45.43399720
12.33476380,45.44043100
12.32522430,45.44788320
12.33747430,45.43793100
12.30655200,45.44029360
12.33417440,45.43291590
12.32829970,45.43124400
12.32728720,45.43040120
12.35522370,45.43575580
12.32705130,45.43174350
12.31427370,45.42782050
12.33188780,45.42546820
12.32657640,45.42632100
12.32775690,45.42606440
12.32667310,45.43094040
12.32786370,45.42604150
12.33150090,45.42547810
12.32971660,45.43020570
12.32943050,45.43060600
12.33582980,45.43518920
12.32666730,45.43089750
12.32358390,45.43263610
12.33713800,45.43748890
12.33174120,45.42546400
12.33109390,45.42531950
12.32578140,45.44448660
12.34963360,45.43475620
12.32781990,45.44573610
12.33696080,45.43690500
12.32116610,45.43897920
12.34311150,45.43403840
12.31941610,45.43471900
12.32494370,45.43284620
12.32846590,45.42386580
12.31910250,45.43622070
12.32205300,45.44186610
12.33499290,45.44076870
12.32865390,45.44636270
12.32341590,45.44218200
12.32396080,45.44236610
12.32382540,45.44226850
12.33271020,45.43239100
12.33408620,45.44164760
12.32783750,45.44160570
12.32577630,45.43837650
12.32181300,45.43145560
12.32636120,45.43581360
12.34206380,45.43386770
12.34518810,45.43472360
12.33748960,45.43640140
12.33588720,45.43658860
12.34056670,45.43716430
12.33621810,45.43744370
12.33725130,45.43775220
12.34244450,45.43877700
12.33705530,45.43971480
12.33994010,45.44049260
12.34020130,45.44168400
12.34030080,45.44317060
12.31994410,45.43678750
12.31993460,45.43682010
12.31916490,45.43682750
12.31939430,45.43687560
12.31950400,45.43689870
12.31972380,45.43691240
12.31989800,45.43694230
12.32115780,45.43692290
12.32712920,45.43790880
12.32128430,45.43884400
12.32106390,45.43910190
12.32111680,45.43928470
12.32117520,45.43938700
12.32763960,45.43978390
12.32164300,45.43984580
12.33179240,45.43990450
12.32549190,45.43993210
12.32612690,45.44126360
12.32214000,45.44180390
12.32200940,45.44189720
12.32332420,45.44211820
12.32166330,45.44214370
12.32805830,45.44390720
12.33008370,45.44391630
